Step;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty;Used time
385;770;0.184128529;305.213236;-1.120334562;-0.981872654;0.023907045
386;772;0.182827441;303.05654;-1.115917111;-0.98178139;0.024148774
387;774;0.180633424;299.4197156;-1.112203454;-0.98170373;0.023381036
388;776;0.179202174;297.0472617;-1.110325155;-0.981660187;0.023210943
389;778;0.181529043;300.9043021;-1.110882668;-0.981656789;0.030125582
390;780;0.185467731;307.4331108;-1.113861367;-0.981689287;0.024331167
391;782;0.193036038;319.978409;-1.118718869;-0.981753214;0.024334669
392;784;0.199793709;331.1799903;-1.124471616;-0.981843464;0.024193755
393;786;0.205062586;339.9137316;-1.129790444;-0.981939569;0.022829061
394;788;0.210016865;348.1259932;-1.133301427;-0.982002104;0.023674921
395;790;0.208304797;345.2880524;-1.134135913;-0.982003244;0.032697773
396;792;0.207395055;343.7800542;-1.132377393;-0.981954359;0.023092289
397;794;0.205509526;340.6545846;-1.128688871;-0.981881818;0.025252064
398;796;0.19834563;328.7796398;-1.124186701;-0.981800201;0.02536762
399;798;0.19767095;327.661285;-1.120180637;-0.981712215;0.024297973
400;800;0.196341911;325.4582567;-1.117948039;-0.981639118;0.024945423
401;802;0.196709541;326.0676434;-1.118487159;-0.981622129;0.032255876
402;804;0.202750908;336.0818719;-1.122005771;-0.981678764;0.023512954
403;806;0.209053234;346.5286691;-1.127692213;-0.981772494;0.02374339
404;808;0.213755219;354.3227247;-1.134202778;-0.981845223;0.025852139
405;810;0.220478177;365.4667655;-1.140481144;-0.981895781;0.032127674
406;812;0.22339307;370.2985203;-1.145619424;-0.981965665;0.023926631
407;814;0.224782635;372.6018764;-1.148587582;-0.982047794;0.02356643
408;816;0.223898015;371.1355214;-1.148375231;-0.98207916;0.024420412
409;818;0.219714241;364.2004573;-1.144637172;-0.982017591;0.023452774
410;820;0.215145346;356.627013;-1.138111933;-0.981883901;0.023477599
411;822;0.208625527;345.819697;-1.130535377;-0.981737737;0.032738884
412;824;0.206931812;343.0121784;-1.123824291;-0.981630949;0.025394439
413;826;0.200673323;332.6380468;-1.1194333;-0.981592159;0.024540702
414;828;0.197707488;327.72185;-1.117917421;-0.981624419;0.023259896
415;830;0.200311994;332.0391046;-1.118756481;-0.981707167;0.021666256
416;832;0.201911645;334.6907018;-1.120664763;-0.981802586;0.022058037
417;834;0.204899554;339.643488;-1.122166861;-0.981869289;0.031015812
418;836;0.20539721;340.4684078;-1.12219805;-0.981877772;0.023834358
419;838;0.20239996;335.5001364;-1.120654887;-0.98182599;0.02436051
420;840;0.201940093;334.7378577;-1.118360767;-0.98174291;0.024781814
421;842;0.201298335;333.6740728;-1.116545474;-0.981671281;0.022611227
422;844;0.204019487;338.1846811;-1.116163551;-0.981642542;0.023338744
423;846;0.203321362;337.027462;-1.117487486;-0.981664585;0.032361387
424;848;0.206349827;342.0474752;-1.120134287;-0.981720509;0.022773713
425;850;0.207273607;343.5787411;-1.123349397;-0.981779754;0.024263248
426;852;0.208029951;344.8324651;-1.126360042;-0.981815337;0.025597866
427;854;0.209384423;347.0776505;-1.128733562;-0.981821328;0.023689269
428;856;0.208757926;346.0391628;-1.130531125;-0.981815947;0.024116183
429;858;0.2079979;344.7793369;-1.132058916;-0.981823725;0.031316352
430;860;0.209317734;346.9671068;-1.133453092;-0.981851176;0.022651551
431;862;0.209895293;347.9244733;-1.134559537;-0.98188295;0.021977136
432;864;0.206582349;342.4329064;-1.135143198;-0.981901591;0.02377339
433;866;0.204211315;338.5026567;-1.135161999;-0.981908535;0.022369541
434;868;0.204620776;339.1813825;-1.134673425;-0.981914406;0.022799802
435;870;0.203420157;337.1912256;-1.133541247;-0.981912782;0.029688268
436;872;0.199825014;331.2318824;-1.13177349;-0.981885429;0.023296491
437;874;0.200184482;331.8277387;-1.129845711;-0.981837074;0.023986889
438;876;0.197424796;327.2532567;-1.128503839;-0.981801578;0.024054443
439;878;0.195626044;324.2716275;-1.128330252;-0.981810188;0.024204599
440;880;0.196314957;325.4135775;-1.129247468;-0.981860301;0.02327485
441;882;0.197018906;326.5804496;-1.130542608;-0.981916293;0.030648595
442;884;0.19885115;329.6175948;-1.131409363;-0.981937175;0.024253995
443;886;0.201072693;333.3000468;-1.131422266;-0.981903706;0.024810586
444;888;0.199458302;330.6240159;-1.130848943;-0.98183356;0.023750347
445;890;0.200203316;331.8589591;-1.130587996;-0.981771951;0.022713901
446;892;0.196131018;325.1086781;-1.131510803;-0.981758196;0.030747033
447;894;0.198925511;329.7408566;-1.133859134;-0.981800692;0.021867494
448;896;0.201440955;333.9104804;-1.13708119;-0.981880814;0.021524886
449;898;0.20443041;338.8658305;-1.140024543;-0.981966761;0.022342721
450;900;0.204599367;339.1458949;-1.141413441;-0.982023184;0.023123583
451;902;0.201984177;334.8109318;-1.140426106;-0.982022061;0.024623164
452;904;0.198611096;329.2196798;-1.137127466;-0.981960499;0.032353589
453;906;0.192397045;318.9192089;-1.132453386;-0.981867529;0.024458062
454;908;0.185564878;307.5941416;-1.127892158;-0.981787583;0.024791338
455;910;0.184303417;305.5031317;-1.124807254;-0.981751278;0.024326215
456;912;0.178544195;295.9565894;-1.123801924;-0.981763668;0.023008565
457;914;0.1817443;301.261114;-1.124717046;-0.981814565;0.022992322
458;916;0.185050214;306.7410301;-1.126792553;-0.981886645;0.033836219
459;918;0.18869964;312.7903533;-1.128910895;-0.981945593;0.02615692
460;920;0.191395994;317.2598557;-1.130196823;-0.98194804;0.024424806
461;922;0.187696978;311.1283314;-1.130693091;-0.981900549;0.024499923
462;924;0.186896307;309.8011313;-1.131123631;-0.981862357;0.031977047
463;926;0.188233603;312.0178461;-1.131999032;-0.981870957;0.022857561
464;928;0.186206622;308.6579028;-1.133256185;-0.981918423;0.023728584
465;930;0.184899554;306.4912946;-1.134417774;-0.981977591;0.024539254
466;932;0.184234833;305.3894466;-1.134882956;-0.982017209;0.022955349
467;934;0.182733413;302.9006773;-1.134303788;-0.982011595;0.022640638
468;936;0.180601518;299.3668287;-1.132932239;-0.981960842;0.031717756
469;938;0.178513747;295.906119;-1.131533874;-0.981899256;0.023902822
470;940;0.177350952;293.9786578;-1.130897065;-0.981873886;0.022874892
471;942;0.177600589;294.3924593;-1.131369374;-0.981911256;0.023055914
472;944;0.176878616;293.19571;-1.132447127;-0.981992608;0.022995645
473;946;0.175558098;291.0068069;-1.132992637;-0.982069277;0.022367059
474;948;0.17408589;288.5664598;-1.132018368;-0.982102866;0.030379238
475;950;0.171053042;283.5391816;-1.129102747;-0.982082384;0.024171505
476;952;0.166698797;276.3215424;-1.124540924;-0.982016451;0.024658318
477;954;0.163027632;270.2361849;-1.119227322;-0.981922354;0.024856319
478;956;0.158799434;263.2274826;-1.114437159;-0.981826556;0.023910946
479;958;0.1560543;258.6771221;-1.111560602;-0.981764882;0.023343081
480;960;0.150444299;249.3779287;-1.111543701;-0.981765528;0.029644204
481;962;0.151146586;250.5420472;-1.114416218;-0.981832027;0.023068255
482;964;0.158937819;263.4568709;-1.119209323;-0.981938426;0.024423627
483;966;0.16643695;275.8875034;-1.124268289;-0.982039874;0.024927269
484;968;0.169139128;280.3666588;-1.127890674;-0.982100468;0.025283403
485;970;0.170289005;282.2727062;-1.129029259;-0.982112553;0.023447979
486;972;0.167434431;277.5409364;-1.127449314;-0.982078453;0.022138822
487;974;0.165807902;274.8447875;-1.123714371;-0.981998695;0.029794595
488;976;0.161595378;267.8620654;-1.119010188;-0.9818849;0.023547424
489;978;0.159686969;264.6986689;-1.115018032;-0.981773631;0.024147731
490;980;0.160304858;265.7228876;-1.113308807;-0.981709971;0.022590886
491;982;0.160556436;266.1399054;-1.114724075;-0.981720422;0.022801384
492;984;0.168714855;279.6633797;-1.119081613;-0.981795577;0.022599316
493;986;0.178052953;295.1423028;-1.125304054;-0.981900704;0.031370433
494;988;0.184705808;306.1701392;-1.131763121;-0.981999043;0.022206735
495;990;0.188097471;311.7921925;-1.136872828;-0.982066083;0.022004507
496;992;0.192832617;319.6412161;-1.139749958;-0.982092668;0.023638482
497;994;0.193477278;320.7098128;-1.139981438;-0.982073665;0.024918662
498;996;0.191372897;317.2215709;-1.137865111;-0.982019354;0.023983079
499;998;0.185406433;307.3315012;-1.134283844;-0.981953706;0.032986662
500;1000;0.181310758;300.5424713;-1.130259668;-0.981895916;0.0234359
501;1002;0.178824274;296.4208518;-1.126593297;-0.981852423;0.022908282
502;1004;0.177329238;293.9426648;-1.123875732;-0.981821176;0.022745918
503;1006;0.174106654;288.6008778;-1.122592666;-0.9817993;0.024031331
504;1008;0.176041449;291.8080138;-1.123040842;-0.981789757;0.032784721
505;1010;0.181755185;301.2791575;-1.125213121;-0.981802253;0.023874066
506;1012;0.185133551;306.8791697;-1.12873705;-0.981843344;0.023241704
507;1014;0.188519595;312.4919099;-1.132895581;-0.981905674;0.024484404
508;1016;0.19175357;317.852577;-1.136753714;-0.981969551;0.022402209
509;1018;0.192874768;319.7110868;-1.139441175;-0.982014893;0.031088308
510;1020;0.192277178;318.7205159;-1.14033914;-0.982029709;0.023420367
511;1022;0.191079631;316.7354499;-1.139212536;-0.982012041;0.024145225
512;1024;0.18553736;307.5485279;-1.136437706;-0.981972767;0.024280127
513;1026;0.181647366;301.1004351;-1.132649057;-0.981927337;0.02337687
514;1028;0.177119406;293.5948447;-1.128615648;-0.981888586;0.033324313
515;1030;0.174109516;288.6056229;-1.124999348;-0.981857424;0.024235797
516;1032;0.169596944;281.1255399;-1.122321146;-0.981828501;0.022255214
517;1034;0.165508642;274.3487303;-1.121024577;-0.981805922;0.02347557
518;1036;0.167281926;277.288143;-1.12152236;-0.981806111;0.025182763
519;1038;0.171752767;284.6990534;-1.123821279;-0.981839446;0.024323629
520;1040;0.173977754;288.3872121;-1.127357018;-0.981897494;0.03228056
521;1042;0.177903572;294.894686;-1.131323643;-0.981958717;0.023582665
522;1044;0.182320699;302.21656;-1.134880648;-0.982000429;0.024115811
523;1046;0.185893213;308.1383924;-1.137437741;-0.982017257;0.024521745
524;1048;0.186980504;309.940697;-1.138719913;-0.982022934;0.024475707
525;1050;0.184553999;305.9184993;-1.138637561;-0.982029842;0.024158403
526;1052;0.18119967;300.3583308;-1.137256211;-0.982031468;0.032415927
527;1054;0.175377061;290.7067179;-1.134693167;-0.982010631;0.023677919
528;1056;0.172484631;285.9121972;-1.131383937;-0.981958671;0.024376919
529;1058;0.172923535;286.6397288;-1.128085879;-0.981883421;0.022805024
530;1060;0.168355899;279.0683708;-1.125832602;-0.981814772;0.022635257
531;1062;0.167960686;278.4132619;-1.125644579;-0.981788903;0.022133759
532;1064;0.167274013;277.2750269;-1.127954144;-0.981821265;0.031537025
533;1066;0.172674301;286.2265965;-1.132343149;-0.981901405;0.0230344
534;1068;0.175068591;290.1953951;-1.137681206;-0.982002131;0.022788181
535;1070;0.180811064;299.7141732;-1.142502304;-0.982083314;0.023566229
536;1072;0.183084718;303.4830048;-1.145713265;-0.982106006;0.022561555
537;1074;0.184435982;305.722873;-1.146972065;-0.982062045;0.02410358
538;1076;0.184007938;305.0133434;-1.146908284;-0.981992852;0.032543737
539;1078;0.183534048;304.2278186;-1.146532004;-0.981950234;0.025258912
540;1080;0.183952245;304.9210256;-1.146368035;-0.981954487;0.024602679
541;1082;0.183653119;304.4251916;-1.146290155;-0.981991881;0.024201188
542;1084;0.18215287;301.938364;-1.145835065;-0.982029968;0.023546555
543;1086;0.182460848;302.4488711;-1.144469011;-0.982038474;0.024584877
544;1088;0.182211924;302.0362532;-1.141922095;-0.982004775;0.032394218
545;1090;0.176828547;293.1127144;-1.13856658;-0.981943603;0.025649202
546;1092;0.175953254;291.6618205;-1.135259082;-0.981883613;0.024270268
547;1094;0.173217171;287.1264621;-1.132910696;-0.981844842;0.024069066
548;1096;0.172501013;285.9393518;-1.132129206;-0.981831257;0.023599248
549;1098;0.171944157;285.0163033;-1.133225856;-0.981841225;0.023566299
550;1100;0.174152999;288.6777004;-1.136146028;-0.981876618;0.029944978
551;1102;0.177050039;293.4798629;-1.140396876;-0.981936585;0.022500867
552;1104;0.181443588;300.7626519;-1.145192335;-0.982013007;0.02246697
553;1106;0.184095032;305.1577102;-1.149488489;-0.982088054;0.022066127
554;1108;0.189031816;313.340972;-1.152270947;-0.982139528;0.023768087
555;1110;0.191465079;317.3743721;-1.152796043;-0.982141474;0.024292331
556;1112;0.190742693;316.176939;-1.150945989;-0.982078909;0.033300719
557;1114;0.188469296;312.4085331;-1.147452436;-0.981974176;0.024071983
558;1116;0.182539861;302.5798445;-1.143816835;-0.981884926;0.025059748
559;1118;0.179518939;297.5723351;-1.141355913;-0.981851745;0.025595733
560;1120;0.17863409;296.1056001;-1.140535583;-0.981875368;0.023465729
561;1122;0.181397023;300.6854644;-1.140973116;-0.981930267;0.022518701
562;1124;0.183290608;303.8242896;-1.141760509;-0.981985271;0.03287586
563;1126;0.185057676;306.7533987;-1.141886312;-0.982016571;0.025689526
564;1128;0.183261458;303.7759701;-1.140733402;-0.982013781;0.024675572
565;1130;0.183488427;304.1521963;-1.138333001;-0.981979417;0.024631542
566;1132;0.180605634;299.3736513;-1.135070319;-0.981920484;0.02486693
567;1134;0.179496313;297.5348302;-1.131801373;-0.981854841;0.02415071
568;1136;0.177161651;293.6648713;-1.129642826;-0.98181036;0.02411887
569;1138;0.177863102;294.827604;-1.129290871;-0.981808787;0.024157928
570;1140;0.179528153;297.5876077;-1.130778676;-0.981853454;0.031661388
571;1142;0.182499611;302.5131262;-1.133501194;-0.981926592;0.024616841
572;1144;0.186858841;309.7390272;-1.136432345;-0.981994672;0.023982587
573;1146;0.189156374;313.5474406;-1.138578068;-0.982022563;0.025462026
574;1148;0.188416893;312.3216697;-1.139509072;-0.98199595;0.024040268
575;1150;0.187075422;310.0980345;-1.13967982;-0.981939107;0.023136998
576;1152;0.186162261;308.5843703;-1.140011999;-0.981899391;0.031339655
577;1154;0.189009471;313.3039331;-1.141044609;-0.981910451;0.024059401
578;1156;0.192391681;318.9103165;-1.142514831;-0.98196876;0.02498826
579;1158;0.191827092;317.9744481;-1.143604383;-0.982034351;0.024554176
580;1160;0.19142329;317.3051018;-1.143361496;-0.982058298;0.023560173
581;1162;0.193746236;321.1556402;-1.141307416;-0.982015903;0.033415668
582;1164;0.186930192;309.8572992;-1.138027432;-0.981929057;0.023688632
583;1166;0.18272763;302.8910922;-1.134881356;-0.981846299;0.025166179
584;1168;0.181296246;300.5184153;-1.133244982;-0.98180288;0.024273031
585;1170;0.181736246;301.2477635;-1.133834346;-0.981806213;0.023316191
586;1172;0.186388082;308.9586932;-1.136602691;-0.981850414;0.032154617
587;1174;0.188966455;313.2326284;-1.140906158;-0.981924899;0.024310065
588;1176;0.195833455;324.6154345;-1.14567798;-0.98200879;0.022603994
589;1178;0.19963454;330.91615;-1.149726765;-0.982070833;0.022569235
590;1180;0.198748302;329.447114;-1.152205973;-0.982090256;0.024324363
591;1182;0.198839297;329.597948;-1.15293448;-0.982076598;0.025752096
592;1184;0.200782689;332.8193332;-1.15210831;-0.982055811;0.032821967
593;1186;0.198818325;329.5631848;-1.149871296;-0.982040041;0.025254237
594;1188;0.197731572;327.7617726;-1.146329871;-0.982014458;0.025165909
595;1190;0.191130471;316.8197224;-1.141791559;-0.981957639;0.025468329
596;1192;0.187263674;310.4100828;-1.13697615;-0.981878615;0.02503311
597;1194;0.183470089;304.1217988;-1.132873778;-0.981816015;0.02518845
598;1196;0.181059964;300.1267518;-1.130287706;-0.981797428;0.02444839
599;1198;0.180225439;298.7434363;-1.129482062;-0.981816182;0.032430786
600;1200;0.180898702;299.8594439;-1.130251738;-0.981847589;0.025067206
601;1202;0.1818204;301.3872582;-1.132216178;-0.9818739;0.023810529
602;1204;0.183612926;304.3585677;-1.135032017;-0.981896371;0.024442362
603;1206;0.18577709;307.9459071;-1.138404478;-0.981928718;0.024182908
604;1208;0.185615145;307.6774642;-1.141981449;-0.981982351;0.025120766
605;1210;0.189364581;313.8925671;-1.145151219;-0.982052987;0.033039423
606;1212;0.187214774;310.329025;-1.14695228;-0.982114911;0.024474641
607;1214;0.187449942;310.7188417;-1.146619645;-0.982136712;0.024550129
608;1216;0.185281198;307.1239105;-1.143873065;-0.982102022;0.024508312
609;1218;0.179209851;297.0599879;-1.13917139;-0.982023776;0.025422132
610;1220;0.173730493;287.9773501;-1.133644907;-0.981929079;0.033455505
611;1222;0.169080658;280.2697388;-1.128657415;-0.981838602;0.024285047
612;1224;0.166712212;276.3437803;-1.125515303;-0.981775419;0.024521455
613;1226;0.16681005;276.505957;-1.125140738;-0.981762896;0.023053424
614;1228;0.169076465;280.2627886;-1.127696304;-0.981805515;0.022028334
615;1230;0.174786742;289.7281984;-1.132527978;-0.981880736;0.022478652
616;1232;0.183190945;303.6590869;-1.138502942;-0.981954286;0.023533726
617;1234;0.191027068;316.6483205;-1.144483547;-0.982004927;0.024979995
618;1236;0.199727243;331.069816;-1.149631053;-0.982034981;0.033111059
619;1238;0.201983774;334.8102626;-1.153390275;-0.982055244;0.024748904
620;1240;0.206697174;342.6232411;-1.15529922;-0.982065511;0.024421969
621;1242;0.20676046;342.7281444;-1.155137109;-0.982061989;0.024440867
622;1244;0.204652354;339.2337276;-1.152857506;-0.982047661;0.023864408
623;1246;0.204499843;338.9809238;-1.148511011;-0.982020439;0.032414868
624;1248;0.199278214;330.3255004;-1.142260706;-0.981962824;0.023287024
625;1250;0.191123769;316.8086135;-1.134833662;-0.981870934;0.024335531
626;1252;0.185068338;306.7710729;-1.127537124;-0.981769442;0.024434128
627;1254;0.182001531;301.6875028;-1.121659362;-0.981686872;0.023916208
628;1256;0.175614137;291.0996975;-1.118385625;-0.981649449;0.023550197
629;1258;0.174344416;288.9949953;-1.118386655;-0.981671698;0.031953313
630;1260;0.175733517;291.2975822;-1.121451542;-0.981747202;0.022077082
631;1262;0.181910183;301.5360833;-1.126524785;-0.981847617;0.022185659
632;1264;0.186616361;309.3370895;-1.13216563;-0.981936562;0.024264978
633;1266;0.194165739;321.8510118;-1.137121226;-0.981992394;0.02252661
634;1268;0.193814607;321.2689718;-1.140505314;-0.982010197;0.022268343
635;1270;0.196300635;325.3898375;-1.14205186;-0.981998005;0.029989515
636;1272;0.198762624;329.4708543;-1.141865397;-0.981967624;0.024078592
637;1274;0.197679804;327.6759604;-1.140345101;-0.981934208;0.024387011
638;1276;0.193078596;320.0489537;-1.138017361;-0.981914181;0.023811741
